PAS gene loc
human286380 TCF7 intron
human286382 TCF7 end
human286388 TCF7 utr3
human286391 TCF7 utr3
human286397 SKP1 end
human286401 SKP1 utr3
human286404 SKP1 cds
chimp254047 SKP1 cds
human286412 PPP2CA end
human286416 PPP2CA utr3
human286417 PPP2CA utr3
human286429 PPP2CA intron
chimp254098 CDKL3 intron
human286468 CDKL3 intron
human286470 CDKL3 intron
human286475 CDKL3 intron
human286478 CDKL3 utr3
human286480 CDKL3 intron
human286491 UBE2B intron
human286497 UBE2B utr3
human286498 UBE2B utr3
human286499 UBE2B utr3
human286513 CDKN2AIPNL utr3
human286514 CDKN2AIPNL utr3
human286515 CDKN2AIPNL end
human286516 CDKN2AIPNL utr3
human286517 CDKN2AIPNL utr3
human286518 CDKN2AIPNL utr3
human286541 JADE2 intron
human286542 JADE2 cds
human286543 JADE2 utr3
human286548 JADE2 utr3
human286549 JADE2 utr3
human286550 SAR1B utr3
human286552 SAR1B utr3
human286553 SAR1B utr3
human286557 SAR1B intron
human286578 SEC24A intron
human286599 SEC24A utr3
human286600 SEC24A utr3
human286602 SEC24A utr3
human286603 CAMLG cds
human286609 CAMLG utr3
human286610 CAMLG utr3
human286614 DDX46 cds
human286617 DDX46 cds
human286618 DDX46 cds
human286620 DDX46 cds
human286623 DDX46 cds
human286642 DDX46 utr3
human286643 DDX46 utr3
human286659 C5orf24 utr3
human286670 TXNDC15 utr3
human286673 TXNDC15 utr3
human286674 TXNDC15 utr3
human286676 TXNDC15 end
human286679 PCBD2 intron
human286682 PCBD2 intron
chimp254290 PCBD2 intron
human286708 PCBD2 intron
human286712 PCBD2 intron
human286714 PCBD2 utr3
human286715 PCBD2 utr3
human286716 PCBD2 utr3
human286718 PCBD2 end
human286720 CATSPER3 intron
human286721 CATSPER3 intron
human286722 CATSPER3 intron
human286724 CATSPER3 intron
human286726 CATSPER3 intron
human286732 H2AFY utr3
human286735 H2AFY intron
human286755 H2AFY intron
human286760 H2AFY utr3
human286786 VTRNA2-1 utr3
human286805 SMAD5 intron
human286814 SMAD5 intron
human286815 SMAD5 intron
human286816 SMAD5 intron
human286823 SMAD5 intron
chimp254397 SMAD5 utr3
human286836 SMAD5 utr3
human286837 SMAD5 utr3
human286846 KLHL3 utr3
human286851 KLHL3 intron
human286862 KLHL3 intron
human286864 KLHL3 intron
human286867 KLHL3 intron
human286868 KLHL3 intron
human286881 HNRNPA0 end
human286884 HNRNPA0 end
human286887 HNRNPA0 utr3
human286889 HNRNPA0 utr3
human286900 LOC107986369 intron
human286901 LOC107986369 intron
human286903 LOC107986369 intron
human286908 LOC107986369 utr3
human286909 LOC107986369 utr3
human286910 LOC107986369 utr3
human286911 LOC107986369 utr3
chimp254474 LOC101928005 intron
human286964 LOC101928005 intron
human286968 LOC101928005 intron
human286969 LOC101928005 intron
human286970 LOC101928005 intron
human286972 LOC101928005 intron
human286987 FAM13B utr3
human287031 FAM13B intron
human287050 FAM13B utr5
human287058 BRD8 utr3
human287062 BRD8 utr3
human287067 BRD8 utr3
human287068 BRD8 utr3
human287072 KIF20A cds
human287073 KIF20A cds
human287074 KIF20A cds
human287076 KIF20A utr3
human287075 CDC23 utr3
human287077 KIF20A end
human287085 CDC23 intron
human287086 CDC23 cds
human287087 CDC23 cds
human287088 CDC23 intron
human287090 CDC25C utr3
human287091 CDC25C utr3
human287095 CDC25C intron
human287102 CDC25C cds
human287111 FAM53C utr3
chimp254622 KDM3B cds
human287121 KDM3B cds
human287126 KDM3B cds
human287133 KDM3B intron
human287152 KDM3B cds
human287154 KDM3B utr3
chimp254655 EGR1 utr3
human287161 EGR1 utr3
human287162 EGR1 end
human287164 ETF1 utr3
human287165 ETF1 utr3
human287166 ETF1 utr3
chimp254662 ETF1 utr3
human287173 ETF1 cds
chimp254681 HSPA9 utr3
human287191 HSPA9 utr3
human287193 HSPA9 utr3
human287194 HSPA9 utr3
human287195 HSPA9 cds
human287196 HSPA9 cds
human287198 HSPA9 cds
human287199 HSPA9 cds
human287242 CTNNA1 cds
chimp254719 CTNNA1 cds
human287267 CTNNA1 intron
human287270 CTNNA1 cds
human287298 CTNNA1 utr3
human287308 SIL1 end
human287309 SIL1 utr3
human287310 SIL1 utr3
human287432 SNHG4 intron
human287438 SNHG4 end
human287439 SNHG4 end
human287446 SNHG4 end
human287447 SNHG4 end
human287460 MATR3 intron
human287483 MATR3 cds
human287492 MATR3 cds
human287493 MATR3 cds
human287495 MATR3 cds
human287502 MATR3 utr3
human287517 PAIP2 cds
human287518 PAIP2 cds
chimp254941 PAIP2 cds
human287523 PAIP2 utr3
human287534 MZB1 utr3
human287538 SPATA24 end
human287545 SPATA24 utr3
human287549 SPATA24 intron
human287551 DNAJC18 utr3
human287553 DNAJC18 utr3
human287560 DNAJC18 cds
human287561 DNAJC18 cds
human287563 TMEM173 utr3
human287564 TMEM173 utr3
human287620 UBE2D2 intron
human287624 UBE2D2 intron
human287649 UBE2D2 utr3
human287650 UBE2D2 utr3
chimp255054 UBE2D2 utr3
human287651 UBE2D2 utr3
human287659 CXXC5 intron
human287660 CXXC5 intron
human287665 CXXC5 cds
human287667 CXXC5 utr3
human287668 CXXC5 utr3
human287707 NRG2 intron
human287763 NRG2 intron
human287766 NRG2 intron
human287798 PURA cds
human287800 PURA utr3
human287803 PURA utr3
human287805 PURA utr3
human287831 CYSTM1 intron
human287832 CYSTM1 intron
human287835 CYSTM1 intron
human287836 CYSTM1 utr3
chimp255168 CYSTM1 utr3
human287838 PFDN1 utr3
human287839 CYSTM1 end
human287850 PFDN1 intron
human287859 PFDN1 intron
human287866 PFDN1 cds
human287886 ANKHD1-EIF4EBP3 cds
human287914 ANKHD1 utr3
human287917 ANKHD1 end
human287919 ANKHD1 end
human287921 ANKHD1 end
human287922 ANKHD1 end
human287938 ANKHD1-EIF4EBP3 cds
human287966 ANKHD1 utr3
human287976 EIF4EBP3 utr3
human287977 SRA1 utr3
chimp255289 SRA1 utr3
human287978 SRA1 utr3
human287979 SRA1 utr3
human287983 APBB3 end
human287984 APBB3 end
human287995 APBB3 utr3
human288006 SLC35A4 utr3
chimp255316 SLC35A4 utr3
human288013 TMCO6 utr3
human288014 NDUFA2 utr3
human288015 NDUFA2 utr3
human288019 TMCO6 end
human288020 TMCO6 end
human288021 TMCO6 end
human288022 MIR3655 end
human288026 IK cds
human288030 IK cds
human288031 IK utr3
human288033 WDR55 cds
chimp255339 WDR55 utr3
human288036 WDR55 utr3
human288037 HARS utr3
human288041 HARS cds
human288042 HARS cds
chimp255348 HARS intron
human288052 HARS intron
human288053 HARS intron
human288059 HARS intron
human288060 HARS intron
human288061 HARS intron
human288067 HARS2 utr3
human288068 HARS2 end
human288069 HARS2 end
human288070 ZMAT2 cds
human288072 ZMAT2 utr3
human288073 ZMAT2 utr3
human288074 ZMAT2 utr3
human288099 TAF7 utr3
human288102 TAF7 cds
human288103 TAF7 cds
human288104 TAF7 utr5
human288106 TAF7 utr5
human288129 PCDHGA10 end
human288130 PCDHGA10 end
chimp255433 PCDHGA10 end
human288158 DIAPH1 utr3
human288196 DIAPH1 cds
human288197 DIAPH1 cds
human288201 DIAPH1 cds
human288202 DIAPH1 cds
human288230 HDAC3 end
human288231 HDAC3 utr3
human288247 FCHSD1 utr3
human288249 RELL2 utr3
human288248 FCHSD1 utr3
human288268 DELE1 end
human288276 DELE1 end
human288280 DELE1 utr3
human288281 DELE1 utr3
human288296 RNF14 intron
human288297 RNF14 utr3
human288300 RNF14 utr3
human288308 GNPDA1 utr3
human288311 GNPDA1 intron
human288314 NDFIP1 intron
human288315 NDFIP1 intron
human288317 NDFIP1 intron
chimp255610 NDFIP1 cds
human288318 NDFIP1 cds
human288321 NDFIP1 utr3
human288348 ARHGAP26 end
human288353 ARHGAP26 utr3
human288397 ARHGAP26 end
human288422 ARHGAP26 intron
chimp255775 NR3C1 cds
human288481 NR3C1 cds
human288542 NR3C1 intron
human288614 YIPF5 utr3
human288615 YIPF5 utr3
human288616 YIPF5 utr3
human288617 YIPF5 utr3
human288618 YIPF5 utr3
human288619 YIPF5 intron
human288634 LARS utr3
human288635 LARS utr3
human288666 LARS cds
human288669 LARS cds
human288671 LARS cds
human288682 RBM27 cds
human288698 RBM27 cds
human288699 RBM27 cds
human288703 RBM27 cds
human288716 RBM27 utr3
human288736 TCERG1 cds
chimp256037 TCERG1 cds
human288742 TCERG1 cds
human288749 TCERG1 end
human288779 TCERG1 utr3
human288784 TCERG1 utr3
human288791 LOC102546294 intron
human288792 LOC102546294 intron
chimp256104 LOC102546294 intron
human288798 LOC102546294 intron
chimp256106 LOC102546294 intron
human288800 LOC102546294 intron
chimp256109 LOC102546294 intron
human288801 LOC102546294 intron
human288805 FBXO38 intron
human288815 FBXO38 cds
human288823 FBXO38 intron
human288841 FBXO38 intron
human288847 FBXO38 utr3
human288848 FBXO38 utr3
human288849 FBXO38 utr3
human288863 GRPEL2 intron
human288865 GRPEL2 utr3
human288866 GRPEL2 utr3
human288870 GRPEL2 utr3
human288871 GRPEL2 utr3
human288878 PCYOX1L cds
human288882 PCYOX1L utr3
human288887 CSNK1A1 end
human288890 CSNK1A1 end
human288916 CSNK1A1 cds
human288930 CSNK1A1 intron
chimp256235 CSNK1A1 intron
human288937 CSNK1A1 intron
human288942 CSNK1A1 intron
human288943 CSNK1A1 intron
human288961 MIR378A end
human288962 MIR378A end
human288969 PPARGC1B intron
human288985 PPARGC1B intron
human288994 PPARGC1B intron
chimp256277 PPARGC1B intron
human289005 PPARGC1B cds
human289024 PPARGC1B utr3
human289028 PPARGC1B utr3
human289041 SLC26A2 utr3
human289050 HMGXB3 cds
human289072 HMGXB3 utr3
human289090 TCOF1 cds
chimp256350 TCOF1 end
human289104 TCOF1 end
human289108 TCOF1 utr3
human289113 CD74 utr3
human289141 RPS14 utr3
human289175 NDST1 utr3
human289179 SYNPO intron
human289185 SYNPO intron
human289192 SYNPO utr3
human289193 SYNPO utr3
human289194 SYNPO utr3
human289196 SYNPO utr3
human289204 SYNPO utr3
human289207 RBM22 utr3
human289208 RBM22 utr3
human289212 RBM22 utr3
chimp256445 RBM22 utr3
chimp256449 RBM22 utr3
human289223 DCTN4 utr3
human289232 DCTN4 intron
human289238 DCTN4 intron
human289239 DCTN4 intron
human289274 SMIM3 intron
human289277 SMIM3 intron
human289278 SMIM3 utr3
human289298 TNIP1 end
human289300 TNIP1 utr3
chimp256569 TNIP1 cds
human289307 TNIP1 cds
chimp256571 TNIP1 cds
human289376 ANXA6 utr3
chimp256703 LOC107986463 end
human289436 LOC107986463 end
human289437 LOC107986463 utr3
chimp256718 CCDC69 utr3
human289443 CCDC69 utr3
human289450 CCDC69 cds
human289497 GM2A utr3
human289506 GM2A end
human289514 SLC36A1 intron
human289524 SLC36A1 utr3
human289525 SLC36A1 end
human289528 SLC36A1 intron
human289529 SLC36A1 intron
human289537 SPARC utr3
human289538 SPARC utr3
human289541 SPARC utr3
human289572 ATOX1 utr3
human289586 ATOX1 intron
human289587 LOC100652758 end
human289588 LOC100652758 end
chimp256838 LOC100652758 end
human289589 LOC100652758 end
human289592 G3BP1 intron
human289617 G3BP1 utr3
human289675 FAM114A2 utr3
human289680 FAM114A2 utr3
human289684 FAM114A2 intron
human289689 FAM114A2 utr3
human289690 FAM114A2 utr3
human289693 FAM114A2 intron
human289696 MFAP3 utr5
human289698 MFAP3 intron
human289706 MFAP3 utr3
human289710 MFAP3 utr3
human289823 GALNT10 intron
human289833 SAP30L-AS1 intron
human289843 SAP30L-AS1 intron
human289848 GALNT10 utr3
human289849 SAP30L-AS1 intron
human289851 GALNT10 utr3
human289852 SAP30L-AS1 intron
human289861 SAP30L-AS1 intron
human289862 SAP30L-AS1 intron
human289864 SAP30L-AS1 intron
human289870 SAP30L-AS1 intron
human289871 SAP30L cds
human289873 SAP30L intron
human289874 SAP30L utr3
human289878 SAP30L utr3
human289907 LARP1 cds
human289913 LARP1 intron
human289915 LARP1 cds
human289920 LARP1 intron
human289931 LARP1 utr3
human289946 CNOT8 intron
human289947 CNOT8 intron
human289948 CNOT8 cds
human289949 CNOT8 cds
human289952 CNOT8 intron
human289953 CNOT8 intron
human289956 CNOT8 cds
human289957 CNOT8 intron
human289960 CNOT8 utr3
human289961 CNOT8 utr3
human289965 GEMIN5 utr3
chimp257108 GEMIN5 cds
human289967 GEMIN5 cds
human289976 GEMIN5 cds
human289985 GEMIN5 intron
human289990 MRPL22 intron
human289997 MRPL22 cds
human289998 MRPL22 cds
human290004 MRPL22 utr3
human290005 MRPL22 utr3
human290044 MED7 end
human290047 MED7 end
human290048 MED7 end
human290051 MED7 utr3
chimp257181 MED7 utr3
human290052 MED7 cds
human290054 MED7 cds
human290108 CYFIP2 cds
human290164 CYFIP2 utr3
human290166 CYFIP2 utr3
human290174 ADAM19 utr3
chimp257296 ADAM19 cds
human290198 ADAM19 cds
human290206 ADAM19 intron
human290221 ADAM19 intron
human290240 THG1L cds
chimp257353 THG1L cds
human290241 THG1L utr3
chimp257355 THG1L utr3
human290243 THG1L utr3
human290251 CLINT1 utr3
human290253 CLINT1 utr3
chimp257379 CLINT1 cds
human290259 CLINT1 cds
human290260 CLINT1 cds
chimp257383 CLINT1 cds
chimp257394 CLINT1 intron
human290270 CLINT1 intron
human290276 LINC02227 intron
human290310 LINC02227 intron
human290324 LINC02227 intron
human290327 LINC02227 intron
human290328 LINC02227 intron
chimp257469 LINC02227 intron
human290329 LINC02227 utr3
human290593 EBF1 intron
human290594 EBF1 intron
human290655 LINC02202 utr5
human290656 LINC02202 intron
human290657 LINC02202 intron
human290659 LINC02202 intron
human290660 LINC02202 intron
human290661 LINC02202 intron
human290662 LINC02202 intron
human290663 LINC02202 intron
human290667 RNF145 utr3
human290692 RNF145 cds
human290718 RNF145 intron
human290728 RNF145 utr5
human290736 UBLCP1 cds
human290737 UBLCP1 cds
human290738 UBLCP1 cds
human290739 UBLCP1 intron
chimp257953 UBLCP1 intron
human290745 UBLCP1 intron
human290749 UBLCP1 utr3
human290812 TTC1 cds
human290828 TTC1 cds
human290838 TTC1 utr3
human290839 PWWP2A utr3
human290843 PWWP2A end
human290844 PWWP2A utr3
human290849 PWWP2A utr3
human290855 PWWP2A intron
human290871 SLU7 utr3
human290872 SLU7 utr3
human290873 SLU7 cds
human290874 SLU7 cds
chimp258092 SLU7 cds
chimp258093 SLU7 cds
human290879 SLU7 cds
human290881 SLU7 cds
human290882 SLU7 intron
human290894 PTTG1 utr3
human290912 MIR3142 end
human290913 MIR3142 end
human290918 MIR3142 end
human290920 MIR3142 end
human290922 MIR3142 end
human290940 MIR3142HG end
human291091 LOC105377700 intron
chimp258306 LOC105377700 intron
human291100 LOC105377700 intron
human291101 LOC105377700 intron
human291104 LOC105377700 intron
chimp258312 LOC105377700 intron
human291107 LOC105377700 intron
human291109 LOC105377700 intron
human291114 CCNG1 cds
human291115 CCNG1 cds
human291122 CCNG1 utr3
human291132 NUDCD2 utr3
human291136 NUDCD2 utr3
human291140 NUDCD2 intron
human291141 NUDCD2 utr3
human291144 HMMR cds
human291147 HMMR cds
chimp258357 HMMR cds
human291149 HMMR cds
human291152 HMMR cds
chimp258362 HMMR cds
human291153 HMMR cds
human291158 HMMR utr3
human291164 MAT2B cds
human291167 MAT2B utr3
human291168 MAT2B utr3
human291225 RARS cds
human291238 RARS cds
human291240 RARS cds
human291246 RARS utr3
human291258 PANK3 end
human291266 PANK3 utr3
chimp258738 PANK3 utr3
human291267 PANK3 utr3
chimp258742 PANK3 cds
human291274 PANK3 cds
human291280 PANK3 intron
human291285 SPDL1 utr5
human291286 SPDL1 utr5
chimp258759 SPDL1 cds
human291297 SPDL1 cds
human291301 SPDL1 utr3
human291304 SPDL1 utr3
human291365 DOCK2 cds
human291649 DOCK2 utr3
human291658 LCP2 utr3
chimp259036 LCP2 intron
human291662 LCP2 intron
human291674 LCP2 cds
human291676 LCP2 intron
human291684 LCP2 intron
human291701 NPM1 cds
human291702 NPM1 cds
human291708 NPM1 cds
human291709 NPM1 cds
human291715 NPM1 utr3
chimp259097 NPM1 utr3
human291719 NPM1 utr3
human291735 FBXW11 utr3
human291763 FBXW11 intron
human291768 FBXW11 intron
human291809 FBXW11 intron
human291816 FBXW11 utr5
human291832 STK10 utr3
human291846 STK10 cds
human291851 STK10 cds
human291857 STK10 cds
human291911 UBTD2 utr3
human291922 UBTD2 intron
human291929 UBTD2 intron
human291930 UBTD2 intron
human291935 UBTD2 cds
human291997 ERGIC1 intron
human291999 ERGIC1 intron
human292007 ERGIC1 intron
human292011 ERGIC1 utr3
human292012 ERGIC1 utr3
human292016 RPL26L1 cds
human292017 RPL26L1 cds
human292018 RPL26L1 utr3
human292049 ATP6V0E1 utr3
chimp259384 CREBRF utr5
human292062 CREBRF utr5
human292067 CREBRF cds
chimp259399 CREBRF utr3
human292071 CREBRF intron
chimp259411 BNIP1 cds
human292086 BNIP1 cds
human292087 BNIP1 intron
human292088 BNIP1 intron
human292090 BNIP1 end
human292091 BNIP1 utr3
human292098 STC2 utr3
human292101 STC2 utr3
human292118 BOD1 utr3
human292119 BOD1 utr3
human292120 BOD1 utr3
human292121 BOD1 intron
human292131 CPEB4 utr5
human292135 CPEB4 cds
human292211 CPEB4 utr3
human292246 SFXN1 utr3
human292251 SFXN1 end
human292252 SFXN1 intron
human292265 SFXN1 utr3
human292267 SFXN1 utr3
human292293 SIMC1 intron
chimp259573 SIMC1 intron
human292298 SIMC1 intron
human292302 SIMC1 intron
human292304 SIMC1 intron
human292307 SIMC1 utr3
human292308 SIMC1 utr3
human292309 KIAA1191 utr3
human292313 KIAA1191 intron
chimp259597 ARL10 utr3
chimp259598 ARL10 utr3
human292325 ARL10 intron
human292326 ARL10 intron
human292327 NOP16 utr3
human292329 NOP16 utr3
human292333 HIGD2A utr3
human292334 CLTB utr3
human292338 CLTB intron
human292362 FAF2 cds
human292364 FAF2 cds
chimp259644 FAF2 cds
human292371 FAF2 utr3
chimp259656 FAF2 utr3
human292372 RNF44 utr3
human292373 RNF44 utr3
human292374 RNF44 utr3
human292378 TSPAN17 intron
human292379 TSPAN17 utr3
human292380 TSPAN17 utr3
human292384 UIMC1 utr3
human292385 UIMC1 utr3
human292411 UIMC1 intron
human292430 UIMC1 utr3
human292431 UIMC1 utr3
human292436 UIMC1 utr3
human292437 UIMC1 utr3
human292439 UIMC1 intron
chimp259735 ZNF346 cds
chimp259736 ZNF346 cds
human292469 ZNF346 utr3
human292475 ZNF346 end
human292478 ZNF346 intron
human292488 NSD1 cds
human292506 NSD1 cds
human292511 NSD1 cds
human292545 NSD1 cds
human292554 NSD1 utr3
chimp259823 NSD1 utr3
human292559 RAB24 utr3
human292562 PRELID1 utr3
human292563 PRELID1 utr3
human292564 MXD3 utr3
human292565 MXD3 intron
human292566 MXD3 intron
human292578 LMAN2 utr3
human292579 LMAN2 utr3
human292581 LMAN2 intron
human292592 RGS14 utr3
human292600 GRK6 cds
human292602 GRK6 cds
human292606 GRK6 utr3
human292607 GRK6 utr3
human292608 GRK6 utr3
human292610 PRR7 utr5
human292613 PRR7 utr3
human292615 DBN1 utr3
human292616 DBN1 utr3
human292618 DBN1 cds
human292619 DBN1 cds
human292627 DOK3 utr3
human292630 DOK3 utr3
human292634 DDX41 end
human292635 DDX41 end
human292637 DDX41 end
human292640 DDX41 utr3
human292641 FAM193B end
human292643 FAM193B utr3
human292645 FAM193B intron
human292654 FAM193B utr3
human292658 FAM193B intron
human292661 FAM193B intron
human292666 FAM193B utr3
human292670 TMED9 utr3
human292676 B4GALT7 utr3
human292680 LOC202181 end
human292681 LOC202181 end
human292682 LOC202181 end
human292683 LOC202181 end
human292684 LOC202181 end
human292686 LOC202181 end
human292688 LOC202181 end
human292699 LOC202181 intron
human292709 LOC202181 intron
human292710 LOC202181 intron
human292720 N4BP3 intron
human292721 N4BP3 utr3
human292725 N4BP3 utr3
human292726 N4BP3 utr3
human292727 N4BP3 end
human292728 N4BP3 end
human292731 RMND5B intron
human292732 RMND5B intron
human292738 RMND5B utr3
human292739 NHP2 utr3
human292745 NHP2 cds
human292746 NHP2 cds
human292750 HNRNPAB cds
chimp260006 HNRNPAB cds
chimp260007 HNRNPAB cds
human292753 HNRNPAB cds
human292754 HNRNPAB cds
human292756 PHYKPL utr3
human292757 HNRNPAB utr3
human292758 HNRNPAB utr3
human292759 HNRNPAB utr3
chimp260016 HNRNPAB utr3
chimp260027 PHYKPL utr3
human292773 PHYKPL utr3
human292781 PHYKPL intron
human292782 PHYKPL intron
human292791 CLK4 utr3
human292792 CLK4 utr3
human292793 CLK4 utr3
human292794 CLK4 utr3
human292798 CLK4 intron
human292810 CLK4 cds
human292812 CLK4 intron
human292828 ZNF354B cds
human292834 ZNF354B end
human292835 ZNF354B end
human292836 ZNF354B end
human292837 ZNF354B end
human292861 RUFY1 cds
human292862 RUFY1 cds
chimp260113 RUFY1 cds
chimp260116 RUFY1 cds
human292864 RUFY1 cds
human292868 RUFY1 utr3
human292870 HNRNPH1 utr3
human292875 HNRNPH1 intron
human292876 HNRNPH1 cds
human292879 HNRNPH1 cds
human292890 HNRNPH1 cds
human292937 CANX cds
human292938 CANX cds
human292953 CANX utr3
human292954 CANX utr3
human292963 MAML1 intron
human292970 MAML1 intron
human292972 MAML1 intron
human292984 MAML1 utr3
chimp260233 MAML1 utr3
human292986 MAML1 end
human292992 MGAT4B utr3
human293004 SQSTM1 cds
human293022 SQSTM1 utr3
human293021 MRNIP utr3
